"id","cuisine","rating","review_count","name","address","latitude","longitude","zipcode"
"3iLPrhNb02n81GdxP_jqgQ","American",4,270,"North Square","103 Waverly Pl",40.73251,-73.99866,"10011"
"zzVeJukpmXchLTQQhxzQjQ","American",3.5,397,"Blondies Sports","212 W 79th St",40.78321,-73.97919,"10024"
"Y3d3m6ut-7oTQ4lFfnPvXA","American",4,241,"Blake Lane","1429 Third Ave",40.77532,-73.95621,"10028"
"XVqXXolr-RS_ZarEAJjQ7A","American",4,192,"Dig Inn","16 E 23rd St",40.7406997680664,-73.9883117675781,"10010"
"gvWzAiMrFm9AgfSN2I8Miw","American",4,299,"Ivy","944 8th Ave",40.765751,-73.983167,"10019"
"2_kvHYO8YDZoepinusLpqw","American",3.5,349,"The House","121 E 17th St",40.73613,-73.98773,"10003"
"l2b6HJGarUxoeLnM9syTmg","American",4.5,90,"Compagnie des Vins Surnaturels","249 Ctr St",40.7205157,-73.9981652,"10013"
"H4EbLs2Gne5-EAaKMrVBEA","American",3.5,519,"AG Kitchen","269 Columbus Ave",40.7777081429958,-73.978505730629,"10023"
"CCuRcMro9fxUARlWMVtFPA","American",4,217,"Vinus and Marc","1825 2nd Ave",40.7834125,-73.9479571,"10128"
"ZGUe-3-jApDJjebQPr_Qwg","American",4,263,"Seamstress","339 E 75th St",40.77015,-73.95496,"10021"
"f-sL-VgQzte0StcqI3KkJw","American",4,215,"West Bank Cafe","407 W 42nd St",40.7586255669594,-73.992970213294,"10036"
"6wLRkcuam2J_xSZ403YwLA","American",3,489,"The Lambs Club","132 W 44th St",40.7565103875392,-73.9845907254059,"10036"
"RKAK9AuzKR7K36ABcXPjTA","American",4.5,110,"CC's Cafe","41 Monroe St",40.71166,-73.99452,"10002"
"6hKJePanmG9AxK4dfwgyyg","American",4,202,"The Horny Ram","951 2nd Ave",40.755275,-73.968574,"10022"
"IiIzeFqe4tJiHaAWyw7ddg","American",4,285,"West End Bar & Grill","813 8th Ave",40.7616749263638,-73.9867399828033,"10019"
"-Fv6St_t9ScaH2088owNRQ","American",4,172,"Kings' Carriage House","251 E 82nd St",40.7754843,-73.9537374,"10028"
"YL50wX8_PyeQE6NylT8YVQ","American",3.5,466,"Tonic Bar & Restaurant","727 7th Ave",40.75999,-73.98366,"10019"
"bQrrVsa6PLLQEYDDaw0uSw","American",3.5,387,"The Waverly Inn","16 Bank St",40.73696,-74.00223,"10014"
"FJepPR5CYRggxRwAjlqg6A","American",4.5,89,"Bowery Road","132 4th Ave",40.7333427,-73.9901924,"10003"
"aqQw-FS1EWS5Fx3URh8iqQ","American",3.5,382,"Spring Natural Kitchen","474 Columbus Ave",40.78451,-73.97402,"10024"
"tuP7STBjszTvKcQLeFMnkw","American",4,248,"The Great Burrito","405 Amsterdam Ave",40.78333,-73.97796,"10024"
"Uv13OfDr0fm5Jk2Dk4uFvQ","American",4.5,146,"Hank's Juicy Beef","84 Chambers St",40.7143487,-74.0072147,"10007"
"qQyknbv7ndx0HslLZd7xyg","American",4,186,"a.cafe","42 W 58th St",40.7644006446201,-73.9756905214958,"10019"
"0yg9DS4RDceQ6HgH3Jx80Q","American",4,158,"Sean's Bar & Kitchen","42 West 48th St",40.75801,-73.98008,"10036"
"2dow8yoP1KJocKOiMuWOkg","American",3.5,325,"BurgerFi","1571 2nd Ave",40.775087552127,-73.9540691080666,"10028"
"Tt9Mkrgd5Zj_ZJEeU0L7Gg","American",3.5,379,"Bocado Cafe","1293 Lexington Ave",40.7802514169278,-73.9549089244757,"10128"
"WqmqQ8c9NivfIRn3sO2KiA","American",3.5,288,"The Ribbon","20 W 72nd St",40.7765198,-73.9774628,"10023"
"v8_MaF5d2u5qZ6evINBsig","American",4.5,132,"Coarse NY","306 W 13th St",40.73913,-74.00363,"10014"
"kLyS_dfIwCPdkVODMlkkeg","American",4,185,"Bruno Pizza","204 E 13th St",40.73226,-73.98736,"10003"
"Xk3BVvlX-KXh6kJhbClMKw","American",4,135,"Fine & Rare","9 E 37th St",40.7501754760742,-73.9821929931641,"10016"
"M7Bl6U2EjxI-n0ksoYtZ8w","American",3.5,272,"Vero","1483 2nd Ave",40.77225,-73.95607,"10075"
"c1kKAH9XMPNeaBhvnIP0FQ","American",4,289,"Trinity Place","115 Broadway",40.708865,-74.01117,"10006"
"vU1_-GPs21FfCTWr80y0uw","American",3.5,345,"Mercury Bar","659 9th Ave",40.7608736,-73.9911787,"10036"
"WAt6K4BdvVA7X-YisqIXbw","American",3.5,297,"The Wayfarer","101 W 57th St",40.7646683,-73.9774493,"10019"
"FST41XVNfiBgJHkutII-3w","American",4,187,"American Retro","714 11th Ave",40.76618,-73.99409,"10019"
"ZgyvDF_hOWas3SXe0Hj7hA","American",4.5,105,"Schilling","109 Washington St",40.70857,-74.014,"10006"
"ggZczl_F-L4FvZk3jpNR3Q","American",3.5,313,"Five Mile Stone","1640 2nd Ave",40.7772804,-73.9519665,"10028"
"yoPMDATGXh_8NR7I0SW1gw","American",4,239,"Manhattan Proper","6 Murray St",40.713341940631,-74.0080507346,"10007"
"FhnwsPy1Lw_RKeA--gjUQQ","American",4,247,"Left Bank","117 Perry St",40.7351368757157,-74.0068169793164,"10014"
"k66YEH3vXH_sNOQ7-vT1UQ","American",3.5,227,"Swing 46","349 W 46th St",40.76067,-73.98974,"10036"
"9o4y3IqpFDaj8FddJ6oi2A","American",4,111,"Clement","700 5th Ave",40.7616602403771,-73.9752098617798,"10019"
"Vc7JEi0Hj6XYfSMFEUMKGg","American",4,109,"Caviar Russe","538 Madison Ave",40.76075,-73.97379,"10022"
"xTWpl9DgIkkr5B8h8_xUpA","American",4.5,140,"Lokal 83 Mediterranean Kitchen","473 Columbus Ave",40.7842696,-73.9734941,"10024"
"VBKCeFh76btxKlL827HTqA","American",3.5,316,"The Liberty","29 W 35th St",40.74984,-73.98556,"10001"
"ckb_w10XmSsW3riotGqXQA","American",4,174,"Lumpia Shack Snackbar","50 Greenwich Ave",40.73571,-74.00044,"10011"
"npsH4UuhvnfE8wzXJdgUPA","American",3.5,307,"Trestle On Tenth","242 10th Ave",40.74833,-74.00334,"10001"
"GXoH3tTacVcIkSNSlsllQw","American",3.5,309,"Dig Inn","17 E 17th St",40.7375438,-73.9911181,"10003"
"2Ugmqz5WYg_kACr8pKPrYA","American",4.5,77,"Günter Seeger NY","641 Hudson",40.73903,-74.00581,"10014"
"GoHiAkblJb7mqFEiD8T62g","American",4,241,"Dig Inn","2884 Broadway",40.8055649,-73.9653549,"10025"
"1Gtr-hWHBFf1Sdw0j_kvcQ","American",3.5,305,"Mile End Delicatessen Manhattan","53 Bond St",40.72571,-73.99272,"10012"
"LJaLQby_H8E9eHvcIW0xnw","American",4,215,"Spoon Table & Bar","40 East 33rd St",40.7469069957733,-73.9831063896418,"10016"
"SiNW4jtpGsVNdu_9aSdqHg","American",3.5,314,"The Brazen Fox Kitchen & Craft Beer","106 3rd Ave",40.732769350531,-73.9879221018525,"10003"
"hUYAAlGz2VsOKa0zXQr2dA","American",4,114,"Hyacinth's Haven","2374 Adam Clayton Powell Jr Blvd",40.8177749639411,-73.9420940726995,"10030"
"sHzkRr-86LIzIWy5vTZfzA","American",4,192,"Souths Bar & Restaurant","273 Church St",40.7184229,-74.0048596,"10013"
"yNC4kI9Md0Csd6zqr3oeFw","American",3.5,209,"The Mark Restaurant","25 E 77th St",40.7752785362952,-73.9633958441275,"10075"
"3V20VbC45XL4TBYTL9DrOg","American",4,144,"David's Cafe","110 St Marks Pl",40.7269310030458,-73.9843428879976,"10009"
"DZ7oBcBdfe_1KxRxvFbsPQ","American",3.5,272,"Glass House Tavern","252 W 47th St",40.759833,-73.986698,"10036"
"WoAvunLY0_L0ix8Vgit8gQ","American",4,152,"The Tuck Room","11 Fulton St",40.70654,-74.00325,"10038"
"GLcrOZhVkSKevVIn-KeD1g","American",3.5,217,"Rainbow Room","30 Rockefeller Plz",40.7589632,-73.9793374,"10112"
"k7DdoOr_vkFhaGtSOmHwFg","American",3.5,297,"The Palm Court","768 5th Ave",40.7642275766904,-73.9742152251312,"10019"
"ayOj0JXAsuGqVG8reuqpxQ","American",4,707,"DiWine","41-15 31st Ave",40.76087,-73.91557,"11103"
"wKxir9c-sdzfWsMYxrRAJA","American",3.5,325,"Legends New York City","6 W 33rd St",40.7479973137379,-73.9857148379087,"10001"
