"id","cuisine","rating","review_count"
"ATrDmKiZ-YrAcG3hR7LLgg","Indian",3.5,85
"NDxfIV_QMyXaj4Oa4azXTg","Indian",4.5,12
"V4C5SzWmNkgPMjiCfEZ41g","Indian",3.5,86
"uVRau5cd-OpqWIA-qsCiJA","Indian",4,60
"9x95RpLEIDRWG2Y9w4qz4Q","Indian",4,15
"AtPhAHLLdmro_p6FP61qtw","Indian",3,16
"8xIoNFPmYPz94xBioimvQQ","Indian",5,5
"BXoW0AUDE7WZJcY-Vhqlbg","Indian",4,56
"gMgnrr8dJzJJLVH1IbFUZw","Indian",4,24
"CPBVjdezPyeBTxW1q6R1Zg","Indian",3.5,36
"QHZxlt8nFqycBrxxizwKmA","Indian",4,69
"iAW1UTfP8jL_vpwRh93VcA","Indian",4,55
"MAjVFhRwxbOsMHLkObzh4Q","Indian",3,81
"sEShqxRbZuWqjXEVCGMK9g","Indian",3,75
"WdaLydR9O57rWbTnQQQ1OQ","Indian",4.5,24
"fu5f6biOPsvgKYEfPfSZEQ","Indian",3.5,109
"-PCQyh7uZPBamQYfpI8RBw","Indian",3,99
"z5z6_y69b_ufy73GZUt7Tg","Indian",4.5,20
"FZQ-l92qE1NqpI5lbmAM_g","Indian",4,9
"PwK_4LPh7yQ2VcIGKNKLNw","Indian",3,12
"u_j2PopX_tFfQvrlerjmmA","Indian",3,93
"Rta-_ALLo7g9xTUi23pmRw","Indian",3,90
"2KCyOxOM5J9glFSpmLqb9Q","Indian",3,135
"pf_84vrm2-Ir0mVwzK8VNw","Indian",3.5,66
"WbCZW0OBcakQ9oxsLsw8vg","Indian",3,99
"Yf4SjE9tfd1ASaT3xtwYzQ","Indian",4.5,5
"iPfHMcyE49cxJhoPL9KRzg","Indian",3.5,8
"S3dtt6qNyYfdF-I4rZTbXw","Indian",3.5,11
"7_NCS8bQ8UA_nEANIWm-hQ","Indian",2.5,24
"SxpRklyvo-VHZwzO2IrpXQ","Indian",3.5,34
"XNJgKHavBZm47RpudtAn3A","Indian",3,68
"iU0McmYWdsnD-NKRUZXhQQ","Indian",3.5,31
"MVNhVKCIqWXUyhwqWMOnYg","Indian",3,10
"Fj5RosdsJV24ZT8S6X-nNQ","Indian",3.5,31
"fNxI--522GxiStC-J3SnTw","Indian",4,19
"VvIzNbkl4PDPzutZdxWCJw","Indian",4,18
"EXFJUuKdtnf4eV1IF1drWQ","Indian",3.5,47
"K9t9xqhbLIePem5Okb3J9Q","Indian",4,18
"Xzc4Ex6Vx4T-RBc3N9fW5g","Indian",3.5,48
"3RuiiqUg8C3HZ-RuvlqtBg","Indian",2.5,66
"4zvurFltnSNVGTDFxjNyjw","Indian",4,102
"KtYEMI-_zy5hoZTBd3i3Tw","Indian",3.5,42
"9tjTiVC2HepvHwEPdc677g","Indian",2.5,108
"fmH4YbvpYdcpaaYOL1g7wg","Indian",3.5,36
"KeVQTRyG41doVE3YVsV7Pw","Indian",3,75
"ujKLiI39ie5K_iB-TLaFMg","Indian",3.5,32
"vksCRTDJO6ZrM_JFRxnG9w","Indian",3.5,4
"PF9sOfpRWjQGviligM-lww","Indian",4,5
"PZLdVjlGHc9XlvFDdxHcIw","Indian",3,17
"__XmiV4VwrbVDVHrRzn3oQ","Indian",2.5,81
"yqKzYJHASzNlytsMUmyAsw","Indian",3.5,28
"32nkcoqPk0c1BYuka2enqw","Indian",4.5,3
"_lixxjh89aMAcEhyvQDIiQ","Indian",2.5,107
"3_pn5nxp9NuGv7tJ61Mslw","Indian",3,38
"oWmHgBlcY9yNgjUo7mNX4Q","Indian",3.5,4
"eVZGBIWAmQxiTwVYA0pjWA","Indian",3,5
"yndzCcgUIkGhvTyF4va-Eg","Indian",3,28
"XcurvEBQwi0g8Tm72uABlw","Indian",2,19
"_oB3M47mlg3dJGKKIYkRIA","Indian",2.5,13
"LaBJkwwC1lrYtooJQkvh-A","Indian",4,15
"kNzjRlXzL5XJInDqNwfMgA","Indian",5,5
"8wYaKJvVrRUaOwqVrVw-jQ","Indian",3,2
"M1VHR29gMNs3EavDXdE_PA","Indian",3.5,3
"-D-ye8DU5KndJ7mqBpKU1g","Indian",5,1
"K7u5sEQW1LcIJxjpUS1STg","Indian",5,1
"UFRW4RurzgXnn3eeZXLjJQ","Indian",3.5,3
"oiiQ_2cIUTZG-8qTlcwiuA","Indian",3.5,19
"5W2j5LFdJoWDOj2efIljUA","Indian",5,1
"EVaeiIE_p0m2LkeG6rhh2g","Indian",5,1
"CxvXmplrCyvnHIGDrNKRyg","Indian",5,1
"52tGj_mESixieiWsp4_pOw","Indian",3,22
"QEudjEGzNalNUN2V2dZVJA","Indian",5,1
"-DT3bduqJca_u3DGDarUkw","Indian",2.5,9
"DgFso8KK5MYTIYVmOmaYRA","Indian",5,11
"8YEW9Skc7m_Fl-7crFzPyQ","Indian",2.5,30
"phEamT8HRnu-RFFoCbJ5Bg","Indian",5,5
"RFiR-vXB46apdqHYr4S57w","Indian",3.5,10
"BYIfW55zHJNKzTvMv6hAZA","Indian",4,7
"CpsnurlPqkUBWwqO69xS7A","Indian",2.5,3
"hfO1-9BjdSLjqErFT265ug","Indian",3.5,2
"0eRir9RUGAnfKov68kvKVA","Indian",2.5,8
"XwJwqa89PK-xPSiEXAs_6g","Indian",1.5,11
"oyRcOkU1wvznOfQ_Wp3IzQ","Indian",2.5,20
"GbBmq42FMVX5dOteBm9mvw","Indian",4,1
"AJjQwst3ppWZ9BCfk-tQPA","Indian",4,1
"2FFkYc6LbRanDbOwKumLEw","Indian",4,1
"WBJLoLeRSSzRDrzOv5IRng","Indian",2.5,3
"clRkIWrwyNVpcZdhrYVB5g","Indian",2.5,17
"LpQIn07liSugCw3IIQNyvA","Indian",2,4
"F3mRjSCTKlA1qj7OiRikiQ","Indian",2.5,2
"8mNN98-kejLAJLR9p7_mvQ","Indian",2,18
"shNn0uGXQBD7wEIhbtzeIg","Indian",2.5,2
"nNBYKojg6wD3Ov52Et6Omw","Indian",3,1
"sUVRmTS3gwZtdDbjA5TPpA","Indian",2.5,8
"KU8N7dW6vgOA_-HdVL8o8Q","Indian",4,10
"0dQ0z5qAqg9CmMmbEDs7rg","Indian",2.5,15
"cOnQnP9GwyvhQjCJbSz5Fg","Indian",3.5,7
"RIl9kkzPz530mPoo-_PIgg","Indian",3.5,16
"lZRs_xl354EQuL-DqsOM4w","Indian",3,1
"pzVUUB9bXZMK8KvRLOoUWg","Indian",3,1
"L02D3DmTwrkap-BaAfIg8g","Indian",3,4
"ndyZ-kElszC2oxiGHAorCQ","Indian",2.5,5
"p0aDcwnhhjnAfn67tEFesg","Indian",1.5,5
"dgz6m-9WZhahheWVguwfBw","Indian",2,1
"85123ck6ZQF5-4rTQbDHjA","Indian",1,2
"WI5kC9Ba8QClXq_mslg07A","Indian",3,4
"HDmk_Rhk8iZM5ULL70QsPA","Indian",3,7
"3Y-beEWD9prfpSZXrQjMPg","Indian",4,3
"L1gBXF7Ux5mUmDQ0qpOMkw","Indian",3,4
"UQV4XEaZwIRfi5SLs48sDA","Indian",3.5,3
"R1hRLBVYITw5aIkLa58xFQ","Indian",3,8
"C6AAKuzSw-HrP7G47y47TQ","Indian",4,1
"JFGHmvKmzW_TP6NjdvoWow","Indian",3,26
"i9EgpwRQVS8kEcgbyEzOeQ","Indian",2,4
"ItocvsIyniVxMARBkHZaoA","Indian",4,3
"HN8BQ7DpnLTrEkEPIap3DA","Indian",2.5,2
"trkn76h8vQeB8kCUgHJyuw","Indian",4,1
"hgoT9kFq-6YtQ1C1z6FK0A","Indian",2,4
"TB9jN3Fe-JHjyjYWmIQ_EA","Indian",4,1
"I8rG7zAwNbBOji-R8MYwcQ","Indian",2,1
"jJYQJGygWjIX6_0MiIoJRQ","Indian",4.5,2
"y5Moq5nwvght0B9gAdqyQQ","Indian",4.5,3
"Q4lFkP8mC4PLnPErm3ibjw","Indian",1.5,6
"w2-VGvlBCMYo9ko8Y_PzAw","Indian",5,10
"oL3NzwNMn-e02cxGwvsPcw","Indian",4,1
"4SK9aWKC-Qwk-cqS2dWbfw","Indian",5,5
"QzPaA7e4O7iabpwr99pmiQ","Indian",2,4
"GYik7iRs1Esz7jkvj4iUZg","Indian",2,1
"isvWkHXd6AqpZ_q-Z_iR-g","Indian",4,1
"5YFgQpN3AnlLFG4m5fCvzA","Indian",3,1
"oUfTF9uBy6MyKiONbgkilw","Indian",2.5,2
"EJPqwdHlr6smIgI5SFP6vg","Indian",2.5,2
"GsUOi6XcuMRZ4UT_zfuixQ","Indian",3,1
"Q3q5ODGrzCGjTUKaFEWJkw","Indian",1.5,5
"UTsBON3O7wIKWupchuhRug","Indian",1,1
"GgVSxkEzFRyAorxuODA1tQ","Indian",1,2
"vHHVrNOhGDCbqzpYgKcUYw","Indian",2,2
"MeyBDyi-wxPm9ytY9Npalw","Indian",4,1
"3vpqJK9Oz515AZR-bFW5Ig","Indian",4,1
"-tI3uIKZVLc2YXWUdYWgjQ","Indian",1,1
"44SY464xDHbvOcjDzRbKkQ","Japanese",4,9290
"-134ZvJ4lgiqx-sjRBWQ9g","Japanese",4,4796
"TN4RnyqHMSupRFot4Q-_EA","Japanese",4,3085
"t1w4qyqyfEdTPhoy-5t3FA","Japanese",4,2747
"7EaiwMVaNdQibSs0yYkE5Q","Japanese",4,1925
"klAhw3xLQi9GF1tf_HnS7w","Japanese",4,1696
"7iY35991NhQ1AShJZCNZgA","Japanese",4,1606
"HZWHBfeuP4Fb6y8b8uqnbA","Japanese",4,1482
"zGAQqDu0Ak2khVYs9WdQxw","Japanese",4.5,1086
"5QgBCrAbXbM1ORiqZDrBPQ","Japanese",4,1504
"HfJhenvKDi-ds8SUJFwrLg","Japanese",3.5,3834
"bB8dHfAEJrF5tNcHr0yJjA","Japanese",4,1464
"Lbs8QBRN1U7IYBo5Mcv-RQ","Japanese",4,1377
"OLSSJIp8pu5UlugTF7tuHA","Japanese",4,1156
"eRtceh_W_yniAfCqJni5Bg","Japanese",4,1300
"8fr5FYU1ip0phERt1mrekg","Japanese",4.5,640
"FlZ1zdVEKWv7dwqm8Uw8-w","Japanese",4.5,639
"6lUsFj0KCao678o9L7QwUw","Japanese",4,1045
"oTkzgr7hzOAdlP99Auj3GQ","Japanese",4,1179
"6qzNc9Z9DHYYleKqrW_K3g","Japanese",4,875
"YC-wGlO0oOkEIaCEDZv-ag","Japanese",4,1159
"JhJLPp6KuBcD3CHCkEKJ_A","Japanese",4,888
"raelHbSJ_gTo701c-KyXWg","Japanese",4,1539
"J9UA6rzI5WW_cDGjwDnF5g","Japanese",4,1137
"bJgl6cDIBIMlgrntQbxt1g","Japanese",4,1034
"SxKvgnkMMZdhBJcxxKQnww","Japanese",4,989
"TBp9gdS6xEbSQqffVZ7iag","Japanese",4.5,428
"nEkVibaTuIFEcTNtltFgJg","Japanese",4.5,373
"QR1YIRzFjd2bi5iBzT9zXg","Japanese",4,965
"diCW3Pj1PTVRSyol_d7cZw","Japanese",4.5,430
"dtk1Cstz5MHr-B1AOM_nXA","Japanese",4,972
"i8ejDDR4COtukAAA1Ls5fw","Japanese",4,1278
"wjIyCBEpCG_HRp8veiI0YQ","Japanese",4,676
"-J8VuX3wGrYSOBu2G0hMsw","Japanese",4,1078
"Ad3dUoLatOdNtB4LxfmmWg","Japanese",3.5,1487
"ONQRhDuWv0e9R5xOiI7YAA","Japanese",4,993
"wSGZA3DOFSUvALZRKCM_Sw","Japanese",4.5,499
"P_UREWCQxEYVbBa-KW_Wew","Japanese",4,1146
"ZfuZ2byArGq-5j8zX8Afeg","Japanese",4,703
"9jRwUN3z7k0seLOzWERVeg","Japanese",4,827
"GlPJPpKvPR4d8dmcSEYpdA","Japanese",4,723
"BPZfuPvSxCfoppU4lPFm0Q","Japanese",4,560
"KfaG5PoTEPpbODHBta9irw","Japanese",4,883
"ytABgZNWnFXQUjOYjh460A","Japanese",4.5,424
"m6sYBuozGY1JhnHlBf1Bzg","Japanese",4,847
"DPDznXYX5DBLBASKfxQ-DQ","Japanese",4,883
"9xRIcn0jTyvWNH9aBO3oAA","Japanese",3.5,1401
"wWmVAc4NnB3q0onYRM-RkA","Japanese",4,592
"i9W3EVA6FjB6lWWSEmhndA","Japanese",4,860
"_FhKGcCbiYgtkXcCiwTAiA","Japanese",4,647
"qiw9Kgsu5YVGrQL_OeDmcQ","Japanese",3.5,1255
"Ms1p17KsYteDlkvHnllC2g","Japanese",4,731
"bHGETjP_InKy0sIVHFgHyw","Japanese",4,547
"pqebqpVTT8bR_s9iEu8dOA","Japanese",4,658
"Pfjb9Rn5Th7R-pLXVARwlA","Japanese",4,943
"Brs_MJhAXe60iMnlpeqkKA","Japanese",4,690
"xrnk8mgoV7up6fauVmugpw","Japanese",4,493
"MvmuCDXPliFUYJ7B7Y02AA","Japanese",3.5,981
"ev6e12vhY_0y4qE1cRhv0A","Japanese",4,821
"wcwftlB-61XG4ymGTR61aw","Japanese",4,517
"RjeW_l8OF99rn5df5-Rj4g","Japanese",4,877
"fePu8xy0ir_ikZcS_vVSBA","Japanese",4,743
"7rxg-tWPc1jK7Cikn5R86g","Japanese",4,396
"GBWMJJ4_rDWqiXJ7AvHAOg","Japanese",4,582
"00mykkev3tKCjTsKV60yOA","Japanese",4,594
"AjlmpAQV8W4--y0EksO-9g","Japanese",4.5,278
"9bAyxRD6RsGEUQw424ovQA","Japanese",4,581
"oJZq1JmKalXXjqWRKfIjwA","Japanese",4,388
"abNHO9-xlCsv31gghCUuxw","Japanese",4,806
"MmXZLVwWcYugi_TXSHmjeQ","Japanese",5,156
"CqQ2Og9kf-LhlUWtODalCQ","Japanese",4,653
"nrxSzq-VxLqD7aFkE4SH3Q","Japanese",4,542
"b7Eg41LKjL2BtOXEqVCoeQ","Japanese",4,809
"mESab-FqL5QqSVsnX72asQ","Japanese",4.5,540
"8NVN6Nldm7AGoGaABBZMRw","Japanese",4,535
"kr_Wu5m0P-AEghraNqXeTA","Japanese",4,574
"axqp3pGJXnTLgq2QrPyDyQ","Japanese",4.5,360
"P8YbK6_2TnXHojrs0ycisg","Japanese",3.5,1505
"-x81DhQ4eHrknZUcFg5g7w","Japanese",4,461
"0vg2Z-HPwkyVVX613j2ysg","Japanese",4.5,262
"pNe8ZCkGTe4cXfKdOF7kYQ","Japanese",4.5,226
"EvAJBgBdgOt1jx1EufRN7w","Japanese",4,621
"EzuRT_4vOrvWdHqZzEFf0w","Japanese",3.5,907
"oyyubJoK0VZ2V3a5sVJULg","Japanese",4,666
"vec8jeVbbSGzVlStl0Xp_Q","Japanese",4,428
"8iSU_z2JkjjUEjm-Ur470w","Japanese",4,647
"OFfZUS-nu6NDnsWe1B2bUQ","Japanese",4.5,295
"2f0EWTvp3YDtGNKEEXKKhA","Japanese",3.5,805
"gZqwq8kE-Z3-DdZGOEjOkQ","Japanese",3.5,702
"itH4GH2Mw2D5n5kkQAtMog","Japanese",4,382
"VVlHJ6_sJbRAodV5lCzBnA","Japanese",4,570
"NRJq2BNcbjqAyxUB_bw7gw","Japanese",4,485
"W5RSIwNKBa7k0jeAs5KDYg","Japanese",4,530
"uaFHoq-a5XqxF-bsOK9_Qg","Japanese",3.5,764
"WHXgDm3kcU-aONfjR8tX0A","Japanese",4.5,184
"6xPlSpyxE3PLJVeRvt2BwQ","Japanese",4,422
"y_ylOQzCP-9D_4DcUIJ3jA","Japanese",4,550
"0vSAR3Ym2fuehBvHSZyqIQ","Japanese",3.5,667
"tznio-FInuk87Y15Dgq5iw","Japanese",3.5,733
"l_RAv09V67j-Hm9dyZxWhw","Japanese",4,277
"HFn1sPqKSzvxaMk2n2ZtJw","Japanese",4,487
"wqYHhMnpdfUVGL5JI3Wi_A","Japanese",3.5,929
"AtUxlW7ltZb73ZXMwpkY_g","Japanese",4.5,215
"6FZf17rNThWKoF4EU18wnw","Japanese",4,219
"OLY3Ppf7PHFeT0j_O6ptVg","Japanese",4,508
"diz6_4TVSP6EdWEZCZ0Acg","Japanese",4.5,159
"itblJyiTY2h2ACidLk66oA","Japanese",4,491
"zuiEL6WWZ0OXGS5whWfqGA","Japanese",4,400
"je92kXXWjANmiN-dfwNapg","Japanese",4,347
"af_i3fBov6BCMSfp5rrAdg","Japanese",4,278
"wQU3LMmOPNzxL-ptOi_F5w","Japanese",4,486
"TeBthQZ2xpxyvXheS08ovw","Japanese",4,435
"HVwZqjXB39xb2wJeQBX8Gw","Japanese",4,334
"juoHZs-uMmqW4gQ1iISvxA","Japanese",4,474
"8lYK0L12S3EPeJ0ZW2x9xA","Japanese",4,402
"VaL9GaBR_GR-q9d1VzJF3g","Japanese",4,387
"ynIx549QFj29o84y1RSGyw","Japanese",4,352
"0FOE_TW-91b9wN661lZMyQ","Japanese",3.5,469
"YfpFRkOx6rFcWsuvQpyMHA","Japanese",3.5,890
"3Jr_9I2ouYHDNk8XWKdZ3w","Japanese",4,366
"sLxHi6kOAEV6iqr45jzb_Q","Japanese",4,328
"Fv6ueSQwc_ITpXEhybHvtA","Japanese",3.5,591
"FPuOTMD-dmXTFz3rUsEkMg","Japanese",3,1248
"8NDTQb7JLHd4r0yDmpzjUA","Japanese",4,327
"auqBQYuADVdWaTO-RNBeoA","Japanese",3.5,470
"EBIjeMlkgU12CyCcUDj-kg","Japanese",4,218
"x593rd-PSjGje4Uks1FKEg","Japanese",3.5,788
"d6r6Bx-FgNuPrY6-EpeoVQ","Japanese",4,328
"JUPxlDVMxuRSsqMcH6RCVg","Japanese",4.5,1386
"kN3rkbjvqkY62CDRYUVz4g","Japanese",4.5,179
"Je2MuObgrne2wSKhD5MZ0w","Japanese",5,90
"od-5v2v1HdGisEDAXotqeg","Japanese",4,417
"iHwhkW0LLlu81ZCir-lFQA","Japanese",4,307
"T1bgtJcjtc-6xykWqBRfUw","Japanese",4,310
"t7BIiUN0tFg33kySuuQ0aQ","Japanese",4,265
"_IkMfWpOkQXRZtJAYJUJIw","Japanese",4,268
"IkQGg0Tihg6cxUZcq9dtnQ","Japanese",4,350
"ULDVJYTT-47RqbLtlR_FUA","Japanese",4,211
"Mw3Se7wmcQzrxUQ-C3x54Q","Japanese",3.5,604
"o5EIqc4LekAoeLHiYjzLqQ","Japanese",4.5,159
"i8F0fnempD5fTb2CxbwKDw","Japanese",4,208
"xFp3xSQ43J-i7nmJfNBsZA","Japanese",4,365
"vAxm4dekBCfaRNoBYbx6OQ","Japanese",4,442
"pTMnHb_W3sKqS8oCzjHdVA","Japanese",4,193
"r6r-XK_wL02FQdAgaauTxg","Japanese",4,192
"Fb8vIbK7jc_6cTDJ4tOKTA","Japanese",4,381
"RElijPqDOAPTHT3J4n_FEA","Japanese",4,928
"1rjxNwYpg0orCcZi0ku9Nw","Japanese",4,329
"PTYUAAJbEmvIv4EsyRrcnA","Japanese",4,370
"03-WCL7HaShHkS5kAk6lVg","Japanese",3.5,447
"IYlO-XRwjZlUl0yoKY87cA","Japanese",4,150
"a7rM-AOM7_xi8AlWX-Thkg","Japanese",4.5,188
"HvgrpROomwRg-pATqaV8oQ","Japanese",3.5,413
"K54qUgd274Fj_LvHCjeSFw","Japanese",4,226
"xUD5j3fq3CExLfyV-GhHPA","Japanese",3.5,509
"MwtXOkRUndPU-ivbtLD-bQ","Japanese",4,248
"YjDOSFuRWNp2d1znivWyIA","Japanese",4,247
"_lo33Y5H84CY0-TLuIwlVg","Japanese",3.5,694
"DpZ7Xaub8Lhpg7VJdHaPpg","Japanese",4,886
"KJTTqIxuB0BEsYxLaYyAZw","Japanese",4,219
"zm-PPnv9eAkWYFGpVg9kMg","Japanese",4,275
"-pab00ajP_NS1KGfILveYA","Japanese",4,365
"hvrQQ0YWqgw0__OnofqXag","Japanese",3.5,464
"HXLDYJ6Fznjn48VbE_8cow","Japanese",4,284
"NlgC8TjNuf8sy6qg2xpqsQ","Japanese",3.5,512
"GfC7pvsvhZX4-QAeZ3z_Vg","Japanese",4,213
"qU3ejLMndurKQTkM01gutg","Japanese",3.5,472
"alFl7eiu6Go-YxZAdp88Fw","Japanese",4,295
"i-s1bcKdqQdm6JiVN0JRMA","Japanese",4.5,132
"rn6SmSqAYx2kLFIAxytMMQ","Japanese",4,183
"1-7C5Kv8B8PiIbfL3_uHlw","Japanese",3.5,319
"-8IxLBoKZj_ZdBUxXgS3UQ","Japanese",3.5,595
"0lZeHrKy9DLfBxek_oR3Kg","Japanese",3.5,381
"Clumryf360iOnwpZ2ML8aw","Japanese",4,233
"7MzisfVMYsZYTFJv9Unpzw","Japanese",4,294
"vX0_qcuVXoeeH1_24I8lSA","Japanese",4.5,93
"XfHgiIsoo1Pr_v04bx9ptg","Japanese",4.5,73
"aK2ipD9K8-usBw_gkvvJuw","Japanese",4,249
"2TWVQBY6WvzvaU1taRXHCw","Japanese",3.5,395
"7j6CGUCw93gEsYqSetCstw","Japanese",4,302
"oKtDrJA7uaRvbrgBhF4Q5Q","Japanese",3.5,330
"n1xpGOPa7XRq4or7QLjzHw","Japanese",4.5,105
"2YkqGzOldh-gcSSFkvP44Q","Japanese",4,194
"njmOPpVZxIseG262NPfspA","Japanese",4,316
"ynR4-QgEOsE7VhNfIWo73w","Japanese",5,56
"PuiSQqVdC38FhwXtWOPJzw","Japanese",4,194
"Uu1wc7CrweSIB4B7FLdbwg","Japanese",4,260
"c6R_hvUwsqXX2MUXWtO94Q","Japanese",4,222
"53y6b_-YaptXhlm2-STzeA","Japanese",3.5,451
"oEZgjH40y-3SVYSD9tnUkQ","Japanese",3.5,264
"RH0oa1kJHJezBRHFFsfomg","Japanese",4,108
"ZOpnIsm7ihoO1gq2YmGdzw","Japanese",4,243
"_2V0as8DZDwVxAi3ZJ0JkA","Japanese",4,239
"_pJXD4g4Fr0uWZvSKuG_cQ","Japanese",4,223
"ZO7oni3s8jNG6NUztCQRWQ","Japanese",4.5,80
"VR7vl4qSerSyEMpHc0Bp9w","Japanese",4,215
"dSTqi-b2mXb-cZhUHPezUg","Japanese",3.5,547
"FCoRGys6wgE7fSQ_YAUBeg","Japanese",4,125
"R-dUNNbtE0gJtK5iYjARJA","Japanese",4,180
"9dikwBwukRl26W6Jqo09nQ","Japanese",4,176
"kQa2W0D84lwO31QgUPoOLA","Japanese",4,135
"flHcoaHEWxACgc-Vk9MsOQ","Japanese",4,127
"IU7J-biFGBwrl6qKBPGStQ","Japanese",3.5,212
"u0qfikB-ppp6UwoNKqxlRw","Japanese",4,238
"GpCZORguVJZGpd5GoL9Arg","Japanese",4,609
"Q23LvHPuC9ajSbMEt8xoUw","Japanese",3.5,248
"f0CAuvkgAByWo4ceT3u9uw","Japanese",3.5,267
"4Jp0wdJXLpmgCwWv6o6YEQ","Japanese",4,179
"TiBeYTtuJfTv616H1ZGpjQ","Japanese",3.5,289
"8nmMip_O4vcPDcujTEa_TA","Japanese",4,167
"fDeC90b2ZqPQClL62jOUmw","Japanese",4.5,56
"u8seGm3CnP6RGEiimftUIQ","Japanese",3.5,394
"g8i7ZoTri1fUGkaIM6fP9A","Japanese",3.5,286
"jsJdz6pvyYZjtut9vkUwBw","Japanese",4,148
"6t5xWjPLWAjJV3YFMX_oaw","Japanese",4.5,113
"Gb79W0yuQfJvu0V0SDC0Ag","Japanese",4,226
"fL8LOuVbCzop2I9cGVvEUw","Japanese",4,194
"cZAh6BzEeMI5fofWeDvuhw","Japanese",4,139
"YUupWsGbZx-bGea9fdmW4w","Japanese",3.5,279
"Mzt7J53rOihwxIt41SH7vg","Japanese",4,165
"GknCLz8E_mC211psEX8lYg","Japanese",4.5,60
"DNSFvZtdsqkaidmFSpm-Jw","Japanese",4,140
"zrjxk9o02-fs-hMcrAyaRQ","Japanese",3.5,254
"M8FNsKsudKbBcYMyH5bjlw","Japanese",3.5,272
"5eXrMPB5GUM-sapL8T-znQ","Japanese",4.5,93
"73ORfmj4Et2DVWtroer50g","Japanese",3.5,256
"ieXKc6S3WlEiVkyxgaF9Ig","Japanese",4.5,74
"icZcEK39HXuL2q08i4EkkQ","Japanese",4,128
"mlJpfJMCS_bFnR5cWX6DTg","Japanese",4,197
"VzstANC68PM1BbyOcDXEtw","Japanese",4,169
"nNAzEGkZnecQF0yZdYfMIg","Japanese",3.5,246
"kesYSgOJW5krU6L8n9qQ4Q","Japanese",4,166
"aq0SXPyy_dpFjcfvTDRxBA","Japanese",3.5,410
"O9WmKufAUqDM0j2HpgLVlw","Japanese",4,580
"yj4culC4vfNKWXdj5ZxJ4Q","Japanese",4.5,101
"15R8rx9SHKNVYBwgAuTyGA","Japanese",4,94
"lxQ-tzFmL1tmUqZUN-CSRQ","Japanese",4,742
"wcs0Qm2PshPz0ifTsJK3YA","Japanese",3.5,189
"dspLTxhT3Po_lgpUOnYLHg","Japanese",3.5,229
"SUinDfVWO2FSoSlKntDgiw","Japanese",3.5,230
"TBPoZ9bESX0YnIZ0uKjX_w","Japanese",3.5,210
"L3reOLLPez7lnOhyfCpvkg","Japanese",4.5,82
"k9SHpkjwlYnXZkSLVtl11w","Japanese",3.5,244
"Hkg4b2x8LlYbq2molIFdhw","Japanese",3.5,495
"k2p78r6NOhYYb_5QOORGcA","Japanese",4,128
"Zjdtcex73QIz2_MvEvDrFQ","Japanese",4.5,78
"2SMaAUcbNjW7vSwdg38P2Q","Japanese",3.5,329
"8bnQ06S07cxZNIW1ljBURA","Japanese",3,611
"ymb0SvFrlcWm6k_Gx5SYcQ","Japanese",4,156
"dz88dkY9JaoXe2sF8MSjVQ","Japanese",2.5,821
"aTzxrI2o3vH_HQkqeFszzg","Japanese",4,131
"55jx0bYJ-odyqKKSrDXtPA","Japanese",4,81
"ww-GIpxS6L6nUKJWtmI0kA","Japanese",4,113
"ZGN1Hwora6U4mZEhPjGtsw","Japanese",4,152
"qikiQkcPe40utb7uKDJMHQ","Japanese",3.5,155
"ct58a_D8Z8DoJt7luB50wQ","Japanese",4.5,66
"G9SWgxH65OBQaJaE8dHkbw","Japanese",4.5,74
"PBowYD8-vzqbv4yx0TilVg","Japanese",4.5,143
"HO8vjBAFY3GU1erXMZ_UbQ","Japanese",4.5,68
"et9pAFtSvNOct9Qcmtcf7g","Japanese",4,139
"Qli775QfVY4oFPNu7Cy5Tw","Japanese",3.5,185
"UB5emSFilql0J10Jx4AHXA","Japanese",4,782
"0IlPgT9j_85PuLDs8ZqiUw","Japanese",4,131
"79-I5OTfhsfPCZGgcB4J5A","Japanese",3.5,217
"6qK0MyhsXYLgMSPWZdleGA","Japanese",4,134
"jt-0y4RJ20ONbkxxNWG_Sw","Japanese",4.5,78
"gAc5qTZ0JrYB6mr5j5AluQ","Japanese",3.5,177
"AnrLdpW6G-tXQ7xhBYiA5g","Japanese",4,95
"WlRZ4JEAVqtemQ5WQhFAFg","Japanese",4.5,87
"QJTLAOMNvhV1_jPfcQ_qPw","Japanese",3.5,147
"zj4vqgljRhxwWlvttgFRKQ","Japanese",3,463
"Ycz0lIQObftqCnJJvln2WQ","Japanese",3,393
"FLKABU82NNDnCvZSZD75Bg","Japanese",4,155
"dL6_XUUr_INX10IOMtSM0w","Japanese",4,139
"UlsRplz7jGbDLOOBi5X_ww","Japanese",4.5,53
"c869kkUkjPM5nSGeJqVosg","Japanese",3.5,213
"ejmJTjHzdMxoq3t7pnnjrg","Japanese",4.5,54
"enx0SZOoGBgeTQ_-aF8OFQ","Japanese",3.5,185
"k6KrdEQ8EAMPJx82fZpUvw","Japanese",3.5,137
"7OMGEtFWT6sdd9TVuoGqJQ","Japanese",4.5,364
"RRNU27hv8rhBYx-mOinwRA","Japanese",4,607
"jho1TctWYD-IZoWhkxqGLw","Japanese",4.5,78
"NLZsTQQQ-jttCAQkKBmqoQ","Japanese",3.5,163
"Qi1AoRNcFEX8etII_RZkFg","Japanese",3.5,134
"REIcoQFvGB7B6S0GmqHo1A","Japanese",4,96
