"id","cuisine","rating","review_count","name","address","latitude","longitude","zipcode"
"qUOxvK1j0F293sZk5PdSBg","Italian",4.5,123,"Antico Noè","220 E 53rd St",40.75716,-73.96864,"10022"
"jnHbdsqlTKlPcmJ8BCP9-g","Italian",4,259,"Via Carota","51 Grove St",40.7331,-74.00369,"10014"
"OTpQbSQNGiGudqJKJASmpw","Italian",4.5,437,"Fiore Deli of Hoboken","414 Adams St",40.74301,-74.03626,"07030"
"v1M1HIQBVwYatEF_iOmedw","Italian",4,217,"ViceVersa","325 W 51st St",40.7635858415079,-73.9866799425418,"10019"
"kcvynqRHM79DOPrOS_OayA","Italian",4,182,"Stanton Pizza","127 Stanton St",40.72073,-73.98671,"10002"
"rvoyaPumkhL5FA2zTqk13w","Italian",4,232,"Sandwich House","17 Ann St",40.71096,-74.0077699,"10038"
"J9r0qorwR0tKOhrCcl1VGQ","Italian",4,208,"Piccolo Cafe","274 W 40th St",40.7557818,-73.9904619,"10018"
"HiNUBUR1hFwScd_OvVLQAg","Italian",3.5,353,"La Pecora Bianca","1133 Broadway",40.74358,-73.9892,"10010"
"gjZpcE-X4zQOEqWQPelLgg","Italian",3.5,378,"Max","181 Duane St",40.71755,-74.01013,"10013"
"_V7YsDQ4Lb41rqfkuPzm1w","Italian",4,196,"Trattoria Pesce Pasta","262 Bleecker St",40.73115,-74.00319,"10014"
"d15lwNLOlLSeaAYqPadntw","Italian",4,196,"Sam's Place","132 E 39th St",40.749270880468,-73.977082744053,"10016"
"gsL7pm6HbYqKH-gx-FjxlQ","Italian",3.5,367,"Scarlatto","317 West 46th St",40.76036,-73.98869,"10036"
"l1EdTmBBFzxQIZDftPZeUQ","Italian",4,225,"Ristorante Morini","1167 Madison Ave",40.7806,-73.95882,"10028"
"Kz7hn14j6KXf_gYeC99rUg","Italian",3.5,312,"I Trulli","124 E 27th St",40.74207,-73.98361,"10016"
"1ZKbUeFAs0ltSnAYq4ELKw","Italian",4.5,770,"Trattoria L'incontro","21-76 31st St",40.7763330374196,-73.9105868339539,"11105"
"BeE1tVTCmorm31fwXvX7Wg","Italian",4,171,"Ora di Pasta","1 W 59th St",40.7644615,-73.9738617,"10019"
"HPvz-PHt2PYWV_X9eQSlnA","Italian",3.5,377,"Il Cortile Restaurant","125 Mulberry St",40.7179895,-73.9982094,"10013"
"XfOa_KyrV7JSFJMOKckGMg","Italian",4,271,"Monte's Trattoria","97 Macdougal St",40.72959,-74.0011,"10012"
"WEhkGLKlj-5X1pq_07Syaw","Italian",4,611,"Vesta","21-02 30th Ave",40.76961,-73.92776,"11102"
"3O8IdtlrHNBzxEnPGD1ONw","Italian",3.5,346,"Asellina","420 Park Ave S",40.74391,-73.9839,"10016"
"EJOpdpy6QPTtmC7Fn04yHw","Italian",3.5,431,"Patsy's Pizzeria","61 W 74th St",40.7785204,-73.9769718,"10023"
"6fjcZtaEtrmIas-WNss-eQ","Italian",3.5,283,"Piccolo Cafe","238 Madison Ave",40.749964,-73.981729,"10016"
"ESpIimUxHNF1fFuGBdVwCg","Italian",3.5,276,"La Pizza & La Pasta","200 5th Ave",40.742344,-73.989952,"10010"
"l7Z0p-PkSwIDPLPY1TRl8A","Italian",4,228,"Emilio's Ballato","55 E Houston St",40.7244923,-73.9944022,"10012"
"WmK7GXwOnLSTRN1ocyUThg","Italian",4,317,"Puglia Ristorante","189 Hester St",40.71823,-73.99764,"10013"
"3P8hb1ZOCA8IjEGfqpSpxg","Italian",4,248,"Sfoglia Restaurant","1402 Lexington Ave",40.783535,-73.952719,"10128"
"1hZo1zfvLVN687_D7latyg","Italian",3.5,331,"Daniela Trattoria","728 8th Ave",40.75927,-73.98809,"10036"
"q3_FgDWWuXcVGiNuo_OPBQ","Italian",4.5,91,"Fiaschetteria Pistoia","647 E 11th St",40.72666,-73.9773,"10009"
"jtG2vc_qkBOwcaxFBYfYZA","Italian",3.5,290,"Cafe Mocha","116 2nd Ave",40.7278692185584,-73.9880887632294,"10003"
"-8_vEcBA2Lqd8786S-Ss-g","Italian",4,269,"Novita Restaurant","102 E 22nd St",40.73918,-73.98629,"10010"
"PQd4M3cuSgdweWgLgZIslQ","Italian",4,258,"Inatteso Pizzabar Casano","28 West St",40.7056571,-74.0172056,"10004"
"mOoZZa6WIsgihc_TqyQcXw","Italian",3.5,327,"Tarallucci E Vino -Union Square","15 E 18th St",40.7381367771909,-73.9907283558044,"10003"
"bW3mY-voyav37nU0uaLmNQ","Italian",4,176,"Dante","79-81 Macdougal St",40.72879,-74.00165,"10012"
"MCnexHfsclcOpLHS4_2U0A","Italian",4.5,108,"San Carlo Osteria Piemonte","90 Thompson St",40.725139,-74.002098,"10012"
"gTEoEsssfbjl76Opf5bP9g","Italian",3.5,298,"L'Amico NYC","851 6th Ave",40.7472104,-73.9899179,"10001"
"C8Ctyq7pXOPESK8cz_X2CA","Italian",4,254,"Pomodoro Rosso","229 Columbus Ave",40.776317,-73.979187,"10023"
"vFsjObMTImsnM_DzVo4N3g","Italian",3.5,314,"Bocca Restaurant & Bar","39 E 19th St",40.73826,-73.98886,"10003"
"YoLxK5EG8UgnueKAe7hj0g","Italian",4,247,"I Sodi","105 Christopher St",40.7334747314453,-74.005012512207,"10014"
"yT9z4u2p259TvziLijowoA","Italian",4,280,"Trattoria Spaghetto","232 Bleecker St",40.7301959175117,-74.0024488560668,"10014"
"Uv13OfDr0fm5Jk2Dk4uFvQ","Italian",4.5,146,"Hank's Juicy Beef","84 Chambers St",40.7143487,-74.0072147,"10007"
"4eGCuMwKRCCrYHOobEsFpA","Italian",4,147,"Lusardi's","1494 2nd Ave",40.77237,-73.95539,"10075"
"vjj3MMPkULJUCv8xf3XRiA","Italian",4,135,"San Matteo Takeaway","1731 2nd Ave",40.7801684,-73.9502899,"10128"
"1htK0vS5FAHaXXtpAQperQ","Italian",4,214,"Bread & Tulips","365 Park Ave S",40.7421,-73.98461,"10016"
"LZcpNrQQqC5IWbE4c-9Cyw","Italian",4,191,"Buchetta Brick Oven Pizza","201 W 103rd St",40.7987564,-73.9673846,"10025"
"V0zC3awsklyxC0GFzmaTLg","Italian",4,155,"Sfilatino Italian Gourmet","342 W 57th St",40.7675056,-73.9851073,"10019"
"u5zbsITgkFbAlRq0j-XE-g","Italian",3,473,"Serafina Broadway","210 West 55th St",40.7645,-73.9819,"10019"
"-KrQ1gOiyXCbffsWyc5SNQ","Italian",4,191,"The Leopard at des Artistes","1 W 67th St",40.773515,-73.978841,"10023"
"B1XdGwZZ5ee2fBdngj7NUw","Italian",4,237,"Underground Pizza","3 Hanover Sq",40.70499,-74.00961,"10004"
"id_xB0Gr_UMb_WQLJSjTtQ","Italian",3.5,268,"Nicoletta Pizzeria","160 2nd Ave",40.7297791962756,-73.9866918325424,"10003"
"-58--bg-KKUNArp18U4llA","Italian",4,140,"da Umberto","107 W 17th St",40.7396659851074,-73.9958267211914,"10011"
"n-W54Fja1oW5u3gzYp9HwA","Italian",4.5,105,"Avena","141 E 57th St",40.76099,-73.96863,"10022"
"pL6cM2TPwvXqeGTrg7yN4Q","Italian",3.5,258,"Remi","145 W 53rd St",40.76268,-73.98093,"10019"
"JBthOvTegHbrLDiVaCAy5Q","Italian",4.5,101,"Bigoi Venezia","1415 Second Ave",40.77007,-73.95778,"10021"
"b42PcC1nCP602fiXF0a9Xg","Italian",4,203,"Barbalu Restaurant","225-227 Front St",40.7074747,-74.0020404,"10038"
"4pVVwr83eAdQva81lY9ylA","Italian",4,144,"Il Baretto","750 11th Ave",40.7674882560968,-73.9933906495571,"10019"
"zDujEq9qZk13nBcG2PH4tA","Italian",4.5,235,"Il Falco","21-50 44th Dr",40.7476595714373,-73.9455319123659,"11101"
"qoVVQZpwXPxX_wL5qKzy0g","Italian",3.5,207,"MoMA Café 2","11 W 53rd St",40.761180781342,-73.977074429361,"10019"
"76y4aMBY0lT6zfJLy2EH-Q","Italian",3.5,275,"Le Zie","172 7th Ave",40.74246,-73.9970699,"10011"
"nw85LVh6H3JIiw3ugvhAmw","Italian",3.5,417,"Lasagna Ristorante","196 8th Ave",40.7432136535645,-73.9996719360352,"10011"
"_17lSQzogvatMOhutxDvdw","Italian",4,155,"Mulino a Vino","337 W 14th St",40.74079,-74.00417,"10014"
"xJm9JJLooQ1Sc7ncM2-JJA","Italian",4,1133,"The Meatball Shop","170 Bedford Ave",40.7182749,-73.9576213,"11249"
"E1RvMNZ4re4TnKarjx14Zw","Italian",3.5,391,"Cacio E Pepe","182 2nd Ave",40.7307352,-73.9862681,"10003"
"2ZbGLUZpaJO8mdxi7UaVMQ","Italian",3.5,381,"Cara Mia","654 9th Ave",40.76069,-73.99066,"10036"
"pC_QwLpeL2Enk4hBgDcRqQ","Italian",4,297,"Da Marino","220 W 49th St",40.76102,-73.98526,"10019"
"zjglOaCY8xQu3s2eKnLFzw","Italian",4,197,"Mozzarella & Vino","33 W 54th St",40.76204,-73.97718,"10019"
"cw7K31iO2tb5drMtqZ9F8w","Italian",3.5,414,"Sardi's","234 W 44th St",40.75789,-73.98755,"10036"
"Sc9b0gyGPUe7SFuOCK00_Q","Italian",3.5,259,"Dough Boys Pizza","451 3rd Ave",40.7438581,-73.9792886,"10016"
"fmdEiai0e4agyTEqFUWJmw","Italian",3.5,257,"Amarone Ristorante","686 9th Ave",40.76168,-73.98992,"10036"
"W9wDa_EB0h2p5JG6P6lyZw","Italian",3.5,310,"Pescatore","955 2nd Ave",40.75538,-73.96852,"10022"
"MyVbXtvst8X7sbR7gUA_ug","Italian",3.5,286,"Cacio E Vino","80 2nd Ave",40.726384,-73.988873,"10003"
"lP4ynyBoeFPywLg78XkMmw","Italian",4,240,"Cibo E Vino","2418 Broadway",40.790206,-73.9749174,"10024"
